ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,62.7009
ID_-0.510_29.290_2022_01,75.85498
ID_-0.510_29.290_2022_02,35.2699
ID_-0.510_29.290_2022_03,43.672146
ID_-0.510_29.290_2022_04,47.545876
ID_-0.510_29.290_2022_05,80.49921
ID_-0.510_29.290_2022_06,73.17429
ID_-0.510_29.290_2022_07,58.922337
ID_-0.510_29.290_2022_08,72.677284
ID_-0.510_29.290_2022_09,58.715164
ID_-0.510_29.290_2022_10,72.03785
ID_-0.510_29.290_2022_11,65.42659
ID_-0.510_29.290_2022_12,79.22841
ID_-0.510_29.290_2022_13,94.22432
ID_-0.510_29.290_2022_14,65.14792
ID_-0.510_29.290_2022_15,94.94818
ID_-0.510_29.290_2022_16,94.327095
ID_-0.510_29.290_2022_17,98.52111
ID_-0.510_29.290_2022_18,48.185143
ID_-0.510_29.290_2022_19,88.907364
ID_-0.510_29.290_2022_20,76.480194
ID_-0.510_29.290_2022_21,62.89358
ID_-0.510_29.290_2022_22,98.0134
ID_-0.510_29.290_2022_23,74.66321
ID_-0.510_29.290_2022_24,89.85019
ID_-0.510_29.290_2022_25,60.35269
ID_-0.510_29.290_2022_26,68.953476
ID_-0.510_29.290_2022_27,75.75556
ID_-0.510_29.290_2022_28,68.067154
ID_-0.510_29.290_2022_29,87.00139
ID_-0.510_29.290_2022_30,50.1919
ID_-0.510_29.290_2022_31,56.67827
ID_-0.510_29.290_2022_32,72.002884
ID_-0.510_29.290_2022_33,76.464165
ID_-0.510_29.290_2022_34,67.535065
ID_-0.510_29.290_2022_35,93.73029
ID_-0.510_29.290_2022_36,106.26831
ID_-0.510_29.290_2022_37,40.883038
ID_-0.510_29.290_2022_38,53.890545
ID_-0.510_29.290_2022_39,71.41622
ID_-0.510_29.290_2022_40,45.510605
ID_-0.510_29.290_2022_41,86.89667
ID_-0.510_29.290_2022_42,63.16225
ID_-0.510_29.290_2022_43,83.55915
ID_-0.510_29.290_2022_44,8.474424
ID_-0.510_29.290_2022_45,60.089577
ID_-0.510_29.290_2022_46,99.493034
ID_-0.510_29.290_2022_47,75.92236
ID_-0.510_29.290_2022_48,67.703514
ID_-0.528_29.472_2022_00,45.689144
ID_-0.528_29.472_2022_01,57.28972
ID_-0.528_29.472_2022_02,6.3309
ID_-0.528_29.472_2022_03,54.4925
ID_-0.528_29.472_2022_04,72.86569
ID_-0.528_29.472_2022_05,65.157425
ID_-0.528_29.472_2022_06,31.024065
ID_-0.528_29.472_2022_07,58.233997
ID_-0.528_29.472_2022_08,82.45343
ID_-0.528_29.472_2022_09,58.050434
ID_-0.528_29.472_2022_10,18.70984
ID_-0.528_29.472_2022_11,60.166164
ID_-0.528_29.472_2022_12,82.31616
ID_-0.528_29.472_2022_13,44.836727
ID_-0.528_29.472_2022_14,69.47695
ID_-0.528_29.472_2022_15,43.999836
ID_-0.528_29.472_2022_16,52.27023
ID_-0.528_29.472_2022_17,85.21509
ID_-0.528_29.472_2022_18,65.44563
ID_-0.528_29.472_2022_19,79.24965
ID_-0.528_29.472_2022_20,80.30267
ID_-0.528_29.472_2022_21,88.602844
ID_-0.528_29.472_2022_22,92.60643
ID_-0.528_29.472_2022_23,85.08911
ID_-0.528_29.472_2022_24,68.32665
ID_-0.528_29.472_2022_25,91.201004
ID_-0.528_29.472_2022_26,75.449104
