ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,-13.149981
ID_-0.510_29.290_2022_01,-12.101519
ID_-0.510_29.290_2022_02,-26.254663
ID_-0.510_29.290_2022_03,-4.636774
ID_-0.510_29.290_2022_04,-4.2165546
ID_-0.510_29.290_2022_05,25.013102
ID_-0.510_29.290_2022_06,-40.04904
ID_-0.510_29.290_2022_07,-23.954828
ID_-0.510_29.290_2022_08,-1.2078799
ID_-0.510_29.290_2022_09,-5.3683796
ID_-0.510_29.290_2022_10,-10.358515
ID_-0.510_29.290_2022_11,33.56424
ID_-0.510_29.290_2022_12,37.53083
ID_-0.510_29.290_2022_13,8.514227
ID_-0.510_29.290_2022_14,35.886826
ID_-0.510_29.290_2022_15,27.019205
ID_-0.510_29.290_2022_16,30.54896
ID_-0.510_29.290_2022_17,25.92766
ID_-0.510_29.290_2022_18,43.267647
ID_-0.510_29.290_2022_19,43.045357
ID_-0.510_29.290_2022_20,60.85121
ID_-0.510_29.290_2022_21,41.984207
ID_-0.510_29.290_2022_22,52.630257
ID_-0.510_29.290_2022_23,67.96032
ID_-0.510_29.290_2022_24,38.65277
ID_-0.510_29.290_2022_25,33.41725
ID_-0.510_29.290_2022_26,52.36509
ID_-0.510_29.290_2022_27,47.65334
ID_-0.510_29.290_2022_28,30.863722
ID_-0.510_29.290_2022_29,44.34205
ID_-0.510_29.290_2022_30,35.122997
ID_-0.510_29.290_2022_31,50.14964
ID_-0.510_29.290_2022_32,48.620537
ID_-0.510_29.290_2022_33,41.369762
ID_-0.510_29.290_2022_34,28.554216
ID_-0.510_29.290_2022_35,37.06398
ID_-0.510_29.290_2022_36,40.38611
ID_-0.510_29.290_2022_37,20.7032
ID_-0.510_29.290_2022_38,42.97529
ID_-0.510_29.290_2022_39,51.945248
ID_-0.510_29.290_2022_40,32.154472
ID_-0.510_29.290_2022_41,56.06624
ID_-0.510_29.290_2022_42,39.705856
ID_-0.510_29.290_2022_43,44.481834
ID_-0.510_29.290_2022_44,48.06141
ID_-0.510_29.290_2022_45,55.631454
ID_-0.510_29.290_2022_46,91.98085
ID_-0.510_29.290_2022_47,132.37048
ID_-0.510_29.290_2022_48,81.212814
ID_-0.528_29.472_2022_00,-3.996431
ID_-0.528_29.472_2022_01,4.397009
ID_-0.528_29.472_2022_02,-72.4195
ID_-0.528_29.472_2022_03,4.2755795
ID_-0.528_29.472_2022_04,7.516081
ID_-0.528_29.472_2022_05,53.027454
ID_-0.528_29.472_2022_06,-0.75021535
ID_-0.528_29.472_2022_07,24.638666
ID_-0.528_29.472_2022_08,24.422441
ID_-0.528_29.472_2022_09,-7.7414036
ID_-0.528_29.472_2022_10,-40.13524
ID_-0.528_29.472_2022_11,7.1338177
ID_-0.528_29.472_2022_12,18.709059
ID_-0.528_29.472_2022_13,-62.28219
ID_-0.528_29.472_2022_14,10.224813
ID_-0.528_29.472_2022_15,30.577341
ID_-0.528_29.472_2022_16,13.833906
ID_-0.528_29.472_2022_17,62.279488
ID_-0.528_29.472_2022_18,54.14504
ID_-0.528_29.472_2022_19,17.45014
ID_-0.528_29.472_2022_20,28.268526
ID_-0.528_29.472_2022_21,17.81465
ID_-0.528_29.472_2022_22,-4.991686
ID_-0.528_29.472_2022_23,-85.695274
ID_-0.528_29.472_2022_24,-90.39158
ID_-0.528_29.472_2022_25,-219.21146
ID_-0.528_29.472_2022_26,-234.49875
ID_-0.528_29.472_2022_27,-295.24854
ID_-0.528_29.472_2022_28,-384.33832
ID_-0.528_29.472_2022_29,-364.31616
ID_-0.528_29.472_2022_30,-150.17014
ID_-0.528_29.472_2022_31,25.06759
ID_-0.528_29.472_2022_32,36.173878
ID_-0.528_29.472_2022_33,14.362654
ID_-0.528_29.472_2022_34,29.729387
ID_-0.528_29.472_2022_35,51.940147
ID_-0.528_29.472_2022_36,56.001945
ID_-0.528_29.472_2022_37,34.063488
ID_-0.528_29.472_2022_38,57.7522
ID_-0.528_29.472_2022_39,43.447414
ID_-0.528_29.472_2022_40,-9.864077
ID_-0.528_29.472_2022_41,22.707872
ID_-0.528_29.472_2022_42,8.2035885
ID_-0.528_29.472_2022_43,-78.70135
ID_-0.528_29.472_2022_44,-163.0084
ID_-0.528_29.472_2022_45,-130.37718
ID_-0.528_29.472_2022_46,-104.17153
ID_-0.528_29.472_2022_47,-120.46421
ID_-0.528_29.472_2022_48,-56.407677
ID_-0.547_29.653_2022_00,12.432051
ID_-0.547_29.653_2022_01,-19.165102
ID_-0.547_29.653_2022_02,-26.29928
ID_-0.547_29.653_2022_03,-0.8708208
ID_-0.547_29.653_2022_04,25.509195
ID_-0.547_29.653_2022_05,68.26134
ID_-0.547_29.653_2022_06,34.302116
ID_-0.547_29.653_2022_07,23.75091
ID_-0.547_29.653_2022_08,18.546629
ID_-0.547_29.653_2022_09,45.13205
ID_-0.547_29.653_2022_10,-22.316286
ID_-0.547_29.653_2022_11,48.288857
ID_-0.547_29.653_2022_12,22.636255
ID_-0.547_29.653_2022_13,10.989195
ID_-0.547_29.653_2022_14,54.767803
ID_-0.547_29.653_2022_15,-1.2843493
ID_-0.547_29.653_2022_16,33.08998
ID_-0.547_29.653_2022_17,33.394764
ID_-0.547_29.653_2022_18,53.361187
ID_-0.547_29.653_2022_19,59.781013
ID_-0.547_29.653_2022_20,64.10199
ID_-0.547_29.653_2022_21,74.89989
ID_-0.547_29.653_2022_22,65.90871
ID_-0.547_29.653_2022_23,58.534485
ID_-0.547_29.653_2022_24,53.764004
ID_-0.547_29.653_2022_25,-4.254549
ID_-0.547_29.653_2022_26,17.425703
ID_-0.547_29.653_2022_27,13.386686
ID_-0.547_29.653_2022_28,13.831907
ID_-0.547_29.653_2022_29,6.4062176
ID_-0.547_29.653_2022_30,-30.24521
ID_-0.547_29.653_2022_31,0.15408915
ID_-0.547_29.653_2022_32,-42.29003
ID_-0.547_29.653_2022_33,-64.19257
ID_-0.547_29.653_2022_34,-32.82972
ID_-0.547_29.653_2022_35,-15.401903
ID_-0.547_29.653_2022_36,-23.726656
ID_-0.547_29.653_2022_37,-37.205116
ID_-0.547_29.653_2022_38,-17.971285
ID_-0.547_29.653_2022_39,-3.8871782
ID_-0.547_29.653_2022_40,14.232534
ID_-0.547_29.653_2022_41,10.442732
ID_-0.547_29.653_2022_42,14.70854
ID_-0.547_29.653_2022_43,17.798086
ID_-0.547_29.653_2022_44,13.570967
ID_-0.547_29.653_2022_45,-1.6471041
ID_-0.547_29.653_2022_46,1.3950177
ID_-0.547_29.653_2022_47,6.6871166
ID_-0.547_29.653_2022_48,25.364912
ID_-0.569_30.031_2022_00,43.20325
ID_-0.569_30.031_2022_01,60.43578
ID_-0.569_30.031_2022_02,25.304358
ID_-0.569_30.031_2022_03,15.177526
ID_-0.569_30.031_2022_04,9.774267
ID_-0.569_30.031_2022_05,33.521282
ID_-0.569_30.031_2022_06,51.565212
ID_-0.569_30.031_2022_07,25.7791
ID_-0.569_30.031_2022_08,-25.204668
ID_-0.569_30.031_2022_09,16.59603
ID_-0.569_30.031_2022_10,62.116077
ID_-0.569_30.031_2022_11,64.29062
ID_-0.569_30.031_2022_12,84.34149
ID_-0.569_30.031_2022_13,100.25636
ID_-0.569_30.031_2022_14,96.55391
ID_-0.569_30.031_2022_15,105.25867
ID_-0.569_30.031_2022_16,80.114876
ID_-0.569_30.031_2022_17,115.50035
ID_-0.569_30.031_2022_18,120.94681
ID_-0.569_30.031_2022_19,121.37932
ID_-0.569_30.031_2022_20,115.33452
ID_-0.569_30.031_2022_21,83.14272
ID_-0.569_30.031_2022_22,130.81409
ID_-0.569_30.031_2022_23,140.754
ID_-0.569_30.031_2022_24,159.04274
ID_-0.569_30.031_2022_25,148.53012
ID_-0.569_30.031_2022_26,164.171
ID_-0.569_30.031_2022_27,173.77011
ID_-0.569_30.031_2022_28,184.92297
ID_-0.569_30.031_2022_29,162.73747
