ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,14.010176
ID_-0.510_29.290_2022_01,5.1647015
ID_-0.510_29.290_2022_02,-13.748552
ID_-0.510_29.290_2022_03,2.2573836
ID_-0.510_29.290_2022_04,13.327375
ID_-0.510_29.290_2022_05,-4.227167
ID_-0.510_29.290_2022_06,-23.203356
ID_-0.510_29.290_2022_07,-19.543344
ID_-0.510_29.290_2022_08,-17.968782
ID_-0.510_29.290_2022_09,-10.634279
ID_-0.510_29.290_2022_10,-15.982759
ID_-0.510_29.290_2022_11,-7.4891224
ID_-0.510_29.290_2022_12,-10.265757
ID_-0.510_29.290_2022_13,-3.945772
ID_-0.510_29.290_2022_14,-0.24867421
ID_-0.510_29.290_2022_15,1.2595426
ID_-0.510_29.290_2022_16,-4.404917
ID_-0.510_29.290_2022_17,3.4679472
ID_-0.510_29.290_2022_18,7.1035976
ID_-0.510_29.290_2022_19,11.929373
ID_-0.510_29.290_2022_20,0.5538389
ID_-0.510_29.290_2022_21,11.343878
ID_-0.510_29.290_2022_22,-1.2295932
ID_-0.510_29.290_2022_23,14.095785
ID_-0.510_29.290_2022_24,7.1052
ID_-0.510_29.290_2022_25,10.734808
ID_-0.510_29.290_2022_26,12.407179
ID_-0.510_29.290_2022_27,10.059088
ID_-0.510_29.290_2022_28,8.888884
ID_-0.510_29.290_2022_29,12.764555
ID_-0.510_29.290_2022_30,2.037535
ID_-0.510_29.290_2022_31,8.931585
ID_-0.510_29.290_2022_32,18.263601
ID_-0.510_29.290_2022_33,-0.53105336
ID_-0.510_29.290_2022_34,1.064871
ID_-0.510_29.290_2022_35,-5.9743443
ID_-0.510_29.290_2022_36,1.5595533
ID_-0.510_29.290_2022_37,3.2356398
ID_-0.510_29.290_2022_38,10.85214
ID_-0.510_29.290_2022_39,6.0907803
ID_-0.510_29.290_2022_40,2.1843321
ID_-0.510_29.290_2022_41,6.662924
ID_-0.510_29.290_2022_42,5.7943935
ID_-0.510_29.290_2022_43,9.027372
ID_-0.510_29.290_2022_44,8.278059
ID_-0.510_29.290_2022_45,8.779013
ID_-0.510_29.290_2022_46,-1.3262423
ID_-0.510_29.290_2022_47,-0.29606038
ID_-0.510_29.290_2022_48,8.565939
ID_-0.528_29.472_2022_00,7.359335
ID_-0.528_29.472_2022_01,13.322897
ID_-0.528_29.472_2022_02,-9.323336
ID_-0.528_29.472_2022_03,-1.8808383
ID_-0.528_29.472_2022_04,-5.866831
ID_-0.528_29.472_2022_05,7.839384
ID_-0.528_29.472_2022_06,-6.543398
ID_-0.528_29.472_2022_07,-0.6080645
ID_-0.528_29.472_2022_08,4.2066326
ID_-0.528_29.472_2022_09,5.8907223
ID_-0.528_29.472_2022_10,-8.051477
ID_-0.528_29.472_2022_11,5.189581
ID_-0.528_29.472_2022_12,8.858969
ID_-0.528_29.472_2022_13,2.3234847
ID_-0.528_29.472_2022_14,18.018896
ID_-0.528_29.472_2022_15,0.4601118
ID_-0.528_29.472_2022_16,3.4405653
ID_-0.528_29.472_2022_17,17.67732
ID_-0.528_29.472_2022_18,7.5004177
ID_-0.528_29.472_2022_19,5.3314037
ID_-0.528_29.472_2022_20,8.983801
ID_-0.528_29.472_2022_21,7.4242687
ID_-0.528_29.472_2022_22,4.9185925
ID_-0.528_29.472_2022_23,-1.676813
ID_-0.528_29.472_2022_24,-13.415407
ID_-0.528_29.472_2022_25,8.82247
ID_-0.528_29.472_2022_26,1.069853
ID_-0.528_29.472_2022_27,10.835585
ID_-0.528_29.472_2022_28,43.129757
ID_-0.528_29.472_2022_29,49.507954
ID_-0.528_29.472_2022_30,-19.740374
ID_-0.528_29.472_2022_31,23.678896
ID_-0.528_29.472_2022_32,-4.367922
ID_-0.528_29.472_2022_33,5.8600445
ID_-0.528_29.472_2022_34,4.517309
ID_-0.528_29.472_2022_35,10.352812
ID_-0.528_29.472_2022_36,12.204588
ID_-0.528_29.472_2022_37,3.2991774
ID_-0.528_29.472_2022_38,-10.643068
ID_-0.528_29.472_2022_39,3.7174819
ID_-0.528_29.472_2022_40,-2.6425111
ID_-0.528_29.472_2022_41,7.9478436
ID_-0.528_29.472_2022_42,19.917315
ID_-0.528_29.472_2022_43,19.761229
ID_-0.528_29.472_2022_44,-12.395014
ID_-0.528_29.472_2022_45,-21.69845
ID_-0.528_29.472_2022_46,-16.699198
ID_-0.528_29.472_2022_47,-4.7399616
ID_-0.528_29.472_2022_48,-32.824066
ID_-0.547_29.653_2022_00,13.696623
ID_-0.547_29.653_2022_01,6.976713
ID_-0.547_29.653_2022_02,6.622389
ID_-0.547_29.653_2022_03,6.642378
ID_-0.547_29.653_2022_04,4.3510036
ID_-0.547_29.653_2022_05,3.074919
ID_-0.547_29.653_2022_06,5.248358
ID_-0.547_29.653_2022_07,-2.2448976
ID_-0.547_29.653_2022_08,1.1256849
ID_-0.547_29.653_2022_09,-0.2784136
ID_-0.547_29.653_2022_10,8.107748
ID_-0.547_29.653_2022_11,10.642286
ID_-0.547_29.653_2022_12,1.4663984
ID_-0.547_29.653_2022_13,0.23094767
ID_-0.547_29.653_2022_14,3.1706603
ID_-0.547_29.653_2022_15,10.322317
ID_-0.547_29.653_2022_16,6.2905025
ID_-0.547_29.653_2022_17,7.672926
ID_-0.547_29.653_2022_18,14.296782
ID_-0.547_29.653_2022_19,5.024084
ID_-0.547_29.653_2022_20,10.006445
ID_-0.547_29.653_2022_21,0.41885966
ID_-0.547_29.653_2022_22,0.8007948
ID_-0.547_29.653_2022_23,1.9069501
ID_-0.547_29.653_2022_24,6.5465527
ID_-0.547_29.653_2022_25,7.4413967
ID_-0.547_29.653_2022_26,4.857626
ID_-0.547_29.653_2022_27,5.3064175
ID_-0.547_29.653_2022_28,6.877905
ID_-0.547_29.653_2022_29,9.52426
ID_-0.547_29.653_2022_30,4.317091
ID_-0.547_29.653_2022_31,6.4332027
ID_-0.547_29.653_2022_32,15.233854
ID_-0.547_29.653_2022_33,16.284391
ID_-0.547_29.653_2022_34,10.155592
ID_-0.547_29.653_2022_35,11.268103
ID_-0.547_29.653_2022_36,21.489119
ID_-0.547_29.653_2022_37,5.865492
ID_-0.547_29.653_2022_38,4.25025
ID_-0.547_29.653_2022_39,3.87097
ID_-0.547_29.653_2022_40,6.853697
ID_-0.547_29.653_2022_41,10.706091
ID_-0.547_29.653_2022_42,6.87953
ID_-0.547_29.653_2022_43,7.9657497
ID_-0.547_29.653_2022_44,4.8529873
ID_-0.547_29.653_2022_45,-0.1477831
ID_-0.547_29.653_2022_46,14.931196
ID_-0.547_29.653_2022_47,9.182196
ID_-0.547_29.653_2022_48,8.069075
ID_-0.569_30.031_2022_00,124.658844
ID_-0.569_30.031_2022_01,126.46701
ID_-0.569_30.031_2022_02,130.30544
ID_-0.569_30.031_2022_03,142.06204
ID_-0.569_30.031_2022_04,132.14728
ID_-0.569_30.031_2022_05,137.14096
ID_-0.569_30.031_2022_06,139.61485
ID_-0.569_30.031_2022_07,139.06094
ID_-0.569_30.031_2022_08,115.75469
ID_-0.569_30.031_2022_09,132.45615
